"Kernel Name","main_kernel",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7f4d7f7771f0","      FENCE.VIEW.ASYNC.S","14","5","14","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","3","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4"
"0x7f4d7f777200","      IADD3 R2, R0, 0x400, RZ","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777210","      CS2R R32, SRZ","8","0","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777220","      MOV R10, 0xff800000","4","2","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777230","      CS2R R30, SRZ","6","2","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f777240","      CS2R R28, SRZ","6","1","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777250","      CS2R R26, SRZ","5","2","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f777260","      CS2R R24, SRZ","3","1","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777270","      CS2R R34, SRZ","18","3","18","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","8","3","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777280","      CS2R R36, SRZ","6","2","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f777290","      CS2R R38, SRZ","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7772a0","      CS2R R40, SRZ","5","1","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7772b0","      CS2R R42, SRZ","10","1","10","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7772c0","      CS2R R44, SRZ","4","0","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7772d0","      CS2R R46, SRZ","12","5","12","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","4","2","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7772e0","      CS2R R48, SRZ","3","2","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f7772f0","      CS2R R50, SRZ","3","0","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777300","      CS2R R52, SRZ","6","1","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777310","      CS2R R54, SRZ","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777320","      CS2R R56, SRZ","4","1","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f777330","      CS2R R58, SRZ","5","4","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777340","      CS2R R60, SRZ","3","1","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777350","      CS2R R62, SRZ","4","0","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777360","      CS2R R64, SRZ","7","4","7","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3"
"0x7f4d7f777370","      CS2R R66, SRZ","8","3","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0x7f4d7f777380","      CS2R R68, SRZ","4","0","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777390","      CS2R R70, SRZ","11","4","11","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","5","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7773a0","      CS2R R72, SRZ","5","2","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f7773b0","      LEA R0, R3, R0, 0x18","7","2","7","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f7773c0","      CS2R R74, SRZ","10","0","10","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7773d0","      LEA R5, R3, R2, 0x18","8","2","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f7773e0","      CS2R R2, SRZ","5","0","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7773f0","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [R0+URZ+0x20], RZ","5","4","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777400","      CS2R R76, SRZ","3","2","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"0x7f4d7f777410","      IADD3 R4, R5, 0x4000, RZ","14","1","14","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777420","      VIADD R6, R5, 0x8000","4","0","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777430","      SHF.R.U32.HI R5, RZ, 0x4, R5","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777440","      CS2R R78, SRZ","8","0","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777450","      SHF.R.U32.HI R4, RZ, 0x4, R4","5","0","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777460","      CS2R R80, SRZ","3","0","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777470","      SHF.R.U32.HI R6, RZ, 0x4, R6","6","2","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f777480","      CS2R R82, SRZ","24","6","24","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","6","9","3","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","1"
"0x7f4d7f777490","      LOP3.LUT R7, R5, 0x3fff, RZ, 0xc0, !PT","3","1","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7774a0","      CS2R R84, SRZ","10","2","10","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","3","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7774b0","      CS2R R86, SRZ","3","1","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f4d7f7774c0","      LOP3.LUT R5, R4, 0x3fff, RZ, 0xc0, !PT","8","2","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f4d7f7774d0","      LOP3.LUT R6, R6, 0x3fff, RZ, 0xc0, !PT","7","0","7","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7774e0","@!P0  BRA 0x7f4d7f77d5d0","1775","1225","1775","65536","2097152","14336","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","1772","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1225","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7774f0","      LOP3.LUT R4, R7, 0x2000000, RZ, 0xfc, !PT","8","7","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"0x7f4d7f777500","      LOP3.LUT R5, R5, 0x10000, RZ, 0xfc, !PT","5","3","5","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0x7f4d7f777510","      LOP3.LUT R6, R6, 0x10000, RZ, 0xfc, !PT","4","3","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0x7f4d7f777520","      YIELD","4625","1718","4625","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","841","26","0","0","0","0","0","0","0","0","2201","1543","1","0","0","0","13","0","567","0","0","0","0","0","0","0","0","0","1140","0","0","0","0","0","11"
"0x7f4d7f777530","      MEMBAR.ALL.CTA","17797","12292","17797","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","13099","29","0","0","0","0","0","0","0","523","596","1904","531","0","0","0","1115","0","10567","1","0","0","0","0","0","0","0","420","477","0","0","0","0","0","827"
"0x7f4d7f777540","      FENCE.VIEW.ASYNC.S","2390","1620","2390","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","3","0","0","0","583","0","0","0","0","0","90","287","0","0","0","1427","0","0","2","0","0","0","474","0","0","0","0","0","0","0","0","0","0","1144"
"0x7f4d7f777550","      LOP3.LUT R7, R13, 0x1, RZ, 0xc0, !PT","295","0","295","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777560","      SHF.L.U32 R7, R7, 0x1f, RZ","1192","638","1192","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","1","0","0","0","0","61","0","0","0","0","94","271","0","0","0","765","0","0","1","0","0","0","0","41","0","0","0","0","0","0","0","0","0","596"
"0x7f4d7f777570","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [R0+URZ], R7","14822","12567","14822","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","11","0","0","0","13339","0","0","0","0","0","85","290","0","0","0","1097","0","0","8","0","0","0","11895","0","0","0","0","0","0","0","0","0","0","664"
"0x7f4d7f777580","@!P0  BRA 0x7f4d7f77d620","12255","9912","12255","8388608","268435456","2095872","32","0","0","-","-","-","0","0","0","0","0","0","11","0","0","0","11595","0","0","0","0","0","60","303","0","0","0","286","0","0","6","0","0","0","9677","0","0","0","0","0","0","0","0","0","0","229"
"0x7f4d7f777590","      WARPSYNC.ALL","1447","987","1447","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","260","0","0","0","1129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","987"
"0x7f4d7f7775a0","      NOP","1476","982","1476","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","48","263","0","0","0","1094","0","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","928"
"0x7f4d7f7775b0","      R2UR UR4, R5","265","0","265","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7775c0","      WARPGROUP.ARRIVE","288","0","288","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7775d0","      R2UR UR6, R6","255","0","255","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7775e0","      UMOV UR5, 0x40000040","289","0","289","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7775f0","      UMOV UR7, 0x40000040","248","0","248","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777600","      R2UR UR8, R5","300","0","300","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777610","      R2UR UR9, R6","1367","439","1367","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","41","0","0","0","0","381","0","0","0","0","455","263","0","0","0","227","0","0","14","0","0","0","0","293","0","0","0","0","0","0","0","0","0","132"
"0x7f4d7f777620","      HGMMA.64x64x16.F32 R88, gdesc[UR4], RZ, !UPT","3884","2841","3884","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","19","0","0","0","0","0","0","0","0","0","131","292","0","0","0","566","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","443"
"0x7f4d7f777630","      UMOV UR5, 0x40000040","313","0","313","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777640","      UMOV UR7, 0x40000040","309","0","309","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777650","      UIADD3 UR4, UR8, 0x2, URZ","253","0","253","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777660","      UIADD3 UR6, UR9, 0x2, URZ","706","207","706","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","55","0","0","0","0","5","0","0","0","0","56","296","0","0","0","294","0","0","36","0","0","0","0","1","0","0","0","0","0","0","0","0","0","170"
"0x7f4d7f777670","      HGMMA.64x64x16.F32 R88, gdesc[UR4], R88","2633","1510","2633","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","11","0","0","0","0","0","0","1","0","0","95","275","0","0","0","2251","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1507"
"0x7f4d7f777680","      UIADD3 UR4, UR8, 0x4, URZ","311","0","311","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777690","      UIADD3 UR6, UR9, 0x4, URZ","567","172","567","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","33","251","0","0","0","280","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170"
"0x7f4d7f7776a0","      UMOV UR5, 0x40000040","277","0","277","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7776b0","      UMOV UR7, 0x40000040","360","0","360","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7776c0","      HGMMA.64x64x16.F32 R88, gdesc[UR4], R88","2083","1081","2083","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","4","0","0","0","0","0","0","0","0","0","147","277","0","0","0","1655","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1080"
"0x7f4d7f7776d0","      UIADD3 UR4, UR8, 0x6, URZ","273","0","273","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7776e0","      UIADD3 UR6, UR9, 0x6, URZ","599","146","599","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0","0","9","294","0","0","0","289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146"
"0x7f4d7f7776f0","      UMOV UR5, 0x40000040","277","0","277","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777700","      UMOV UR7, 0x40000040","350","0","350","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","0","0","284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777710","      HGMMA.64x64x16.F32 R88, gdesc[UR4], R88","2107","1119","2107","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","93","0","0","0","0","0","0","0","0","0","139","265","0","0","0","1610","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1116"
"0x7f4d7f777720","      UIADD3 UR4, UR8, 0x200, URZ","291","0","291","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777730","      UIADD3 UR6, UR9, 0x200, URZ","667","131","667","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","19","252","0","0","0","381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131"
"0x7f4d7f777740","      UMOV UR5, 0x40000040","443","0","443","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","155","0","0","0","0","0","0","0","0","0","0","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777750","      UMOV UR7, 0x40000040","327","0","327","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777760","      HGMMA.64x64x16.F32 R88, gdesc[UR4], R88","2503","1187","2503","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","266","0","0","0","0","0","0","19","0","0","209","264","0","0","0","1745","0","0","2","0","0","0","0","0","0","18","0","0","0","0","0","0","0","1167"
"0x7f4d7f777770","      UIADD3 UR4, UR8, 0x202, URZ","258","0","258","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f777780","      UIADD3 UR6, UR9, 0x202, URZ","827","132","827","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","46","0","0","0","0","1","0","0","0","1","49","252","0","0","0","478","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","130"
"0x7f4d7f777790","      UMOV UR5, 0x40000040","452","0","452","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7777a0","      UMOV UR7, 0x40000040","294","0","294","8388608","268435456","268435456","32","32","0","-","-","-","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f4d7f7777b0","      HGMMA.64x64x16.F32 R88, gdesc[UR4], R88","3479","2002","3479","8388608","268435456","268435456","32","32","0","Shared","Load","-","8","0","67108864","67108864","0","0","280","0","0","0","0","0","0","888","0","0","193","270","0","0","0","1848","0","0","3","0","0","0","0","0","0","829","0","0","0","0","0","0","0","1170"
