"Kernel Name","main_kernel",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7fadff7757d0","      WARPSYNC.ALL","36","25","36","118353","3787296","3787296","32","32","0","-","-","-","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","18","0","10","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","13"
"0x7fadff7757e0","      NOP","28","12","28","118353","3787296","3787296","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"0x7fadff7757f0","      USETMAXREG.TRY_ALLOC.CTAPOOL UP0, 0xe0","32","11","32","118353","3787296","3787296","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"0x7fadff775800","      PLOP3.LUT P0, PT, PT, PT, UP0, 0x80, 0x0","113","82","113","118353","3787296","3787296","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","95","0","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","75","0","0","6"
"0x7fadff775810","@!P0  BRA 0x7fadff7757d0","97","75","97","118353","3787296","1690144","32","14","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75"
"0x7fadff775820","      S2UR UR4, SR_CgaCtaId","39","26","39","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"0x7fadff775830","      MEMBAR.ALL.CTA","2","0","2","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775840","      FENCE.VIEW.ASYNC.S","33","19","33","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","1","4","0","0","0","14","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","10"
"0x7fadff775850","      UMOV UR5, 0x400","3","0","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775860","      SHF.R.S32.HI R0, RZ, 0x1f, R3","3","0","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775870","      LEA.HI R0, R0, R3, RZ, 0x7","16","2","16","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7fadff775880","      SHF.R.S32.HI R3, RZ, 0x7, R0","9","7","9","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","4"
"0x7fadff775890","      LEA.HI R0, R0, R3, RZ, 0x1","8","4","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3"
"0x7fadff7758a0","      LOP3.LUT R0, R0, 0x7fffe, RZ, 0xc0, !PT","18","7","18","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"0x7fadff7758b0","      IADD3 R0, R3, -R0, RZ","10","5","10","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"0x7fadff7758c0","      ULEA UR12, UR4, UR5, 0x18","16","2","16","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0x7fadff7758d0","      UIADD3 UR5, UR5, 0x400, URZ","8","1","8","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7fadff7758e0","      ULEA UR5, UR4, UR5, 0x18","14","6","14","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"0x7fadff7758f0","      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR12+0x40], RZ","13","5","13","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0x7fadff775900","@!P0  BRA 0x7fadff781190","4516","3943","4516","65536","2097152","2096928","32","31","0","-","-","-","0","0","0","0","0","0","0","0","0","0","4511","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","3940","0","0","0","0","0","0","0","0","0","0","3"
"0x7fadff775910","      MEMBAR.ALL.CTA","17","16","17","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16"
"0x7fadff775920","      FENCE.VIEW.ASYNC.S","26","16","26","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","5","1","0","0","0","12","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","9"
"0x7fadff775930","      LEA R0, R0, UR5, 0xd","6","0","6","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775940","      USHF.R.U32.HI UR4, URZ, 0x4, UR5","4","0","4","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775950","      MOV R21, 0x40000040","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775960","      UMOV UR11, 0x40000040","2","0","2","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775970","      IADD3 R0, R0, 0x20000, RZ","3","0","3","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775980","      ULOP3.LUT UR4, UR4, 0x3fff, URZ, 0xc0, !UPT","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff775990","      R2UR UR9, R21","1","0","1","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7fadff7759a0","      SHF.R.U32.HI R0, RZ, 0x4, R0","14","5","14","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"0x7fadff7759b0","      ULOP3.LUT UR6, UR4, 0x10000, URZ, 0xfc, !UPT","2","0","2","65536","2097152","2097152","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
