"Kernel Name","main_kernel",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Local","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7f9033778900","      STL.64 [R1+0xa0], R82","180","4","180","4128768","132120576","132120576","32","32","0","Local","Store","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","11","5","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"0x7f9033778910","      STL.64 [R1+0x98], R80","773","206","773","4128768","132120576","132120576","32","32","0","Local","Store","64","0","0","0","0","33030144","0","0","1","0","0","0","0","0","0","0","0","0","83","161","0","0","0","528","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205"
"0x7f9033778920","      LDL.LU.64 R80, [R1+0x10]","3081","2365","3081","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","2355","0","0","0","0","0","27","159","0","0","0","540","0","0","0","0","0","0","1926","0","0","0","0","0","0","0","0","0","0","439"
"0x7f9033778930","      LDL.LU.64 R82, [R1+0x18]","716","456","716","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","4","0","0","0","0","0","0","0","0","0","3","181","0","0","0","528","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","453"
"0x7f9033778940","      VIADD R8, R4, 0x80","161","0","161","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778950","      MOV R9, 0x40000040","167","0","167","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778960","      STL.64 [R1+0x90], R86","387","162","387","4128768","132120576","132120576","32","32","0","Local","Store","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","26","183","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162"
"0x7f9033778970","      STL.64 [R1+0x88], R84","698","493","698","4128768","132120576","132120576","32","32","0","Local","Store","64","0","0","0","0","33030144","0","0","1","0","0","0","0","0","0","0","0","0","2","186","0","0","0","509","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","492"
"0x7f9033778980","      LDL.LU.64 R84, [R1]","6496","6014","6496","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","5784","0","0","0","0","0","53","182","0","0","0","477","0","0","0","0","0","0","5564","0","0","0","0","0","0","0","0","0","0","450"
"0x7f9033778990","      LDL.LU.64 R86, [R1+0x8]","689","464","689","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","16","148","0","0","0","525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","464"
"0x7f90337789a0","      WARPGROUP.ARRIVE","256","26","256","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","78","0","0","0","29","0","0","0","0","0","0","149","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0"
"0x7f90337789b0","      HGMMA.64x128x16.F32 R88, R68, gdesc[UR4].tnspB, R88, gsb0","7261","6499","7261","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","2","0","0","0","0","0","0","0","0","0","38","143","0","0","0","881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","763"
"0x7f90337789c0","      R2UR UR6, R8","182","0","182","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f90337789d0","      R2UR UR7, R9","378","170","378","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","26","152","0","0","0","179","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","149"
"0x7f90337789e0","      IADD3 R8, R4, 0x100, RZ","427","166","427","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","24","0","0","0","0","36","0","0","0","0","38","185","0","0","0","144","0","0","24","0","0","0","0","24","0","0","0","0","0","0","0","0","0","118"
"0x7f90337789f0","      MOV R9, 0x40000040","352","157","352","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","167","0","0","0","178","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","155"
"0x7f9033778a00","      WARPGROUP.DEPBAR.LE gsb0, 0x0","18060","16066","18060","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","17881","0","1","0","0","0","0","0","0","0","0","0","12","166","0","0","0","0","16066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a10","      WARPGROUP.ARRIVE","310","151","310","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","139","0","0","0","170","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","150"
"0x7f9033778a20","      LDL.LU.64 R70, [R1+0xd0]","157","0","157","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","0","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a30","      LDL.LU.64 R68, [R1+0xc8]","662","478","662","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","2","155","0","0","0","505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","478"
"0x7f9033778a40","      HGMMA.64x128x16.F32 R88, R72, gdesc[UR4].tnspB, R88, gsb0","507","236","507","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","0","0","0","0","0","0","0","0","0","0","3","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a50","      R2UR UR6, R8","233","0","233","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a60","      R2UR UR7, R9","463","261","463","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","109","0","0","0","0","0","0","0","0","0","5","191","0","0","0","158","0","0","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154"
"0x7f9033778a70","      VIADD R8, R4, 0x180","180","0","180","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a80","      MOV R9, 0x40000040","258","0","258","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","96","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778a90","      WARPGROUP.DEPBAR.LE gsb0, 0x0","18089","15470","18089","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","17817","0","5","0","0","0","0","0","0","0","0","0","72","195","0","0","0","0","15469","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778aa0","      WARPGROUP.ARRIVE","416","128","416","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","31","0","0","0","0","0","62","154","0","0","0","166","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","100"
"0x7f9033778ab0","      LDL.LU.64 R74, [R1+0xc0]","163","0","163","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","2","0","0","0","0","0","0","0","0","0","0","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778ac0","      LDL.LU.64 R72, [R1+0xb8]","811","420","811","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","2","0","0","0","0","0","0","0","0","0","96","183","0","0","0","530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","420"
"0x7f9033778ad0","      HGMMA.64x128x16.F32 R88, R76, gdesc[UR4].tnspB, R88, gsb0","1390","489","1390","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","219","0","0","0","0","0","0","0","0","0","225","146","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33"
"0x7f9033778ae0","      R2UR UR6, R8","176","0","176","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778af0","      R2UR UR7, R9","524","154","524","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","28","0","0","0","0","22","0","0","0","0","49","185","0","0","0","240","0","0","11","0","0","0","0","6","0","0","0","0","0","0","0","0","0","137"
"0x7f9033778b00","      IADD3 R8, R4, 0x200, RZ","589","190","589","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","39","0","0","0","0","11","0","0","0","0","21","176","0","0","0","342","0","0","26","0","0","0","0","1","0","0","0","0","0","0","0","0","0","163"
"0x7f9033778b10","      MOV R9, 0x40000040","423","157","423","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","3","186","0","0","0","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157"
"0x7f9033778b20","      WARPGROUP.DEPBAR.LE gsb0, 0x0","17081","13106","17081","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","16159","0","13","0","0","0","0","0","0","0","0","0","733","176","0","0","0","0","13105","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778b30","      WARPGROUP.ARRIVE","390","95","390","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","51","172","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"0x7f9033778b40","      LDL.LU.64 R78, [R1+0xb0]","181","0","181","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","0","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778b50","      LDL.LU.64 R76, [R1+0xa8]","983","351","983","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","52","0","0","0","0","0","0","0","0","0","271","169","0","0","0","491","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","350"
"0x7f9033778b60","      HGMMA.64x128x16.F32 R88, R80, gdesc[UR4].tnspB, R88, gsb0","1142","389","1142","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","117","0","0","0","0","0","0","0","0","0","169","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778b70","      R2UR UR6, R8","312","0","312","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778b80","      R2UR UR7, R9","1614","170","1614","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","386","0","0","0","0","347","0","0","0","0","537","175","0","0","0","169","0","0","50","0","0","0","0","21","0","0","0","0","0","0","0","0","0","99"
"0x7f9033778b90","      WARPGROUP.DEPBAR.LE gsb0, 0x0","17361","10612","17361","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","15357","0","3","0","0","0","0","0","0","0","0","0","1843","158","0","0","0","0","10612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778ba0","      WARPGROUP.ARRIVE","402","120","402","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","41","180","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120"
"0x7f9033778bb0","      LDL.LU.64 R82, [R1+0xa0]","166","0","166","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","0","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778bc0","      LDL.LU.64 R80, [R1+0x98]","1089","379","1089","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","73","0","0","0","0","0","0","0","0","0","308","168","0","0","0","540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","379"
"0x7f9033778bd0","      HGMMA.64x128x16.F32 R88, R84, gdesc[UR4].tnspB, R88, gsb0","1377","695","1377","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","34","0","0","0","0","0","0","0","0","0","92","174","0","0","0","223","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157"
"0x7f9033778be0","      VIADD R8, R4, 0x280","169","0","169","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778bf0","      MOV R9, 0x40000040","234","0","234","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","0","182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c00","      R2UR UR6, R8","2258","342","2258","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","396","0","0","0","0","544","0","0","0","0","649","172","0","0","0","497","0","0","6","0","0","0","0","22","0","0","0","0","0","0","0","0","0","314"
"0x7f9033778c10","      R2UR UR7, R9","1358","141","1358","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","257","0","0","0","0","329","0","0","0","0","391","169","0","0","0","212","0","0","1","0","0","0","0","38","0","0","0","0","0","0","0","0","0","102"
"0x7f9033778c20","      WARPGROUP.DEPBAR.LE gsb0, 0x0","13926","10312","13926","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","13266","0","10","0","0","0","0","0","0","0","0","0","478","172","0","0","0","0","10312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c30","      LDL.LU.64 R86, [R1+0x90]","426","95","426","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","0","0","0","0","0","0","0","0","0","0","95","165","0","0","0","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95"
"0x7f9033778c40","      LDL.LU.64 R84, [R1+0x88]","692","308","692","4128768","132120576","132120576","32","32","0","Local","Load","64","0","0","0","0","33030144","0","0","6","0","0","0","0","0","0","0","0","0","74","159","0","0","0","453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","308"
"0x7f9033778c50","      WARPGROUP.ARRIVE","175","0","175","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c60","      IADD3 R8, R4, 0x300, RZ","134","0","134","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c70","      VIADD R4, R4, 0x380","169","0","169","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c80","      MOV R9, 0x40000040","177","0","177","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778c90","      MOV R5, 0x40000040","611","234","611","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","15","0","0","0","0","101","0","0","0","0","111","180","0","0","0","204","0","0","15","0","0","0","0","96","0","0","0","0","0","0","0","0","0","123"
"0x7f9033778ca0","      HGMMA.64x128x16.F32 R88, R160, gdesc[UR4].tnspB, R88, gsb0","811","374","811","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","0","0","0","0","0","0","0","0","0","0","68","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778cb0","      R2UR UR6, R8","196","0","196","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778cc0","      R2UR UR7, R9","999","154","999","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","186","0","0","0","0","225","0","0","0","0","270","176","0","0","0","142","0","0","39","0","0","0","0","12","0","0","0","0","0","0","0","0","0","103"
"0x7f9033778cd0","      ISETP.NE.AND P0, PT, R3, 0x3f, PT","914","170","914","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","171","0","0","0","0","177","0","0","0","0","238","164","0","0","0","164","0","0","25","0","0","0","0","3","0","0","0","0","0","0","0","0","0","142"
"0x7f9033778ce0","      WARPGROUP.DEPBAR.LE gsb0, 0x0","16664","11712","16664","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","15962","0","15","0","0","0","0","0","0","0","0","0","534","153","0","0","0","0","11712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778cf0","      WARPGROUP.ARRIVE","363","136","363","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","169","0","0","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136"
"0x7f9033778d00","      HGMMA.64x128x16.F32 R88, R156, gdesc[UR4].tnspB, R88, gsb0","2005","1354","2005","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","7","0","0","0","0","0","0","0","0","0","107","169","0","0","0","852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","669"
"0x7f9033778d10","      R2UR UR7, R5","155","0","155","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778d20","      FMNMX.FTZ R5, R24, -INF , !PT","408","132","408","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","14","0","0","0","0","53","159","0","0","0","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132"
"0x7f9033778d30","      R2UR UR6, R4","518","204","518","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","81","0","0","0","0","29","0","0","0","0","83","175","0","0","0","150","0","0","80","0","0","0","0","6","0","0","0","0","0","0","0","0","0","118"
"0x7f9033778d40","      FMNMX.FTZ R5, R28, R5, !PT","394","139","394","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","42","176","0","0","0","166","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","135"
"0x7f9033778d50","      FMNMX.FTZ R5, R32, R5, !PT","1064","444","1064","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","27","0","0","0","0","15","0","0","0","0","92","167","0","0","0","763","0","0","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","436"
"0x7f9033778d60","      FMNMX.FTZ R5, R36, R5, !PT","1318","356","1318","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","25","0","0","0","0","34","0","0","0","0","59","162","0","0","0","1038","0","0","2","0","0","0","0","11","0","0","0","0","0","0","0","0","0","343"
"0x7f9033778d70","      FMNMX.FTZ R5, R40, R5, !PT","929","377","929","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","76","0","0","0","0","22","0","0","0","0","36","160","0","0","0","635","0","0","14","0","0","0","0","11","0","0","0","0","0","0","0","0","0","352"
"0x7f9033778d80","      FMNMX.FTZ R5, R44, R5, !PT","1069","446","1069","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","190","0","0","0","0","33","0","0","0","0","93","140","0","0","0","613","0","0","20","0","0","0","0","19","0","0","0","0","0","0","0","0","0","407"
"0x7f9033778d90","      FMNMX.FTZ R5, R48, R5, !PT","1083","458","1083","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","74","0","0","0","0","29","0","0","0","0","44","174","0","0","0","762","0","0","5","0","0","0","0","6","0","0","0","0","0","0","0","0","0","447"
"0x7f9033778da0","      FMNMX.FTZ R5, R52, R5, !PT","1767","456","1767","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","412","0","0","0","0","66","0","0","0","0","301","182","0","0","0","806","0","0","7","0","0","0","0","13","0","0","0","0","0","0","0","0","0","436"
"0x7f9033778db0","      FMNMX.FTZ R5, R56, R5, !PT","1474","470","1474","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","285","0","0","0","0","33","0","0","0","0","243","169","0","0","0","744","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","466"
"0x7f9033778dc0","      FMNMX.FTZ R5, R60, R5, !PT","1173","467","1173","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","119","0","0","0","0","24","0","0","0","0","130","164","0","0","0","736","0","0","21","0","0","0","0","15","0","0","0","0","0","0","0","0","0","431"
"0x7f9033778dd0","      FMNMX.FTZ R5, R64, R5, !PT","968","397","968","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","30","0","0","0","0","15","0","0","0","0","39","173","0","0","0","711","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","389"
"0x7f9033778de0","      FMNMX.FTZ R5, R68, R5, !PT","1418","243","1418","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","206","0","0","0","0","14","0","0","0","0","425","173","0","0","0","600","0","0","9","0","0","0","0","4","0","0","0","0","0","0","0","0","0","230"
"0x7f9033778df0","      FMNMX.FTZ R5, R72, R5, !PT","1246","460","1246","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","142","0","0","0","0","98","0","0","0","0","144","191","0","0","0","671","0","0","38","0","0","0","0","77","0","0","0","0","0","0","0","0","0","345"
"0x7f9033778e00","      FMNMX.FTZ R5, R76, R5, !PT","2076","1158","2076","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","7","0","0","0","804","198","0","0","0","0","118","195","0","0","0","754","0","0","1","0","0","0","740","85","0","0","0","0","0","0","0","0","0","332"
"0x7f9033778e10","      FMNMX.FTZ R5, R80, R5, !PT","971","476","971","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","1","0","0","0","0","15","0","0","0","0","66","187","0","0","0","702","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","468"
"0x7f9033778e20","      WARPGROUP.DEPBAR.LE gsb0, 0x0","2504","2107","2504","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","2314","0","15","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","2099","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778e30","      FMNMX.FTZ R0, R84, R5, !PT","609","263","609","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","12","0","0","0","0","26","0","0","0","0","52","183","0","0","0","336","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","249"
"0x7f9033778e40","      WARPGROUP.ARRIVE","206","0","206","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778e50","      FMNMX.FTZ R0, R25, R0, !PT","598","237","598","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","9","0","0","0","0","15","0","0","0","0","72","163","0","0","0","339","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","235"
"0x7f9033778e60","      HGMMA.64x128x16.F32 R88, R152, gdesc[UR4].tnspB, R88, gsb0","1719","1000","1719","4128768","132120576","132120576","32","32","0","Shared","Load","-","8","0","33030144","33030144","0","0","0","14","0","0","0","0","0","0","0","0","0","86","177","0","0","0","292","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110"
"0x7f9033778e70","      FMNMX.FTZ R0, R29, R0, !PT","175","0","175","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f9033778e80","      FMNMX.FTZ R0, R33, R0, !PT","901","376","901","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","34","0","0","0","0","32","0","0","0","0","123","179","0","0","0","533","0","0","25","0","0","0","0","1","0","0","0","0","0","0","0","0","0","350"
"0x7f9033778e90","      FMNMX.FTZ R0, R37, R0, !PT","1190","475","1190","4128768","132120576","132120576","32","32","0","-","-","-","0","0","0","0","0","0","0","60","0","0","0","0","66","0","0","0","0","153","152","0","0","0","759","0","0","12","0","0","0","0","9","0","0","0","0","0","0","0","0","0","454"
