cfg,group,num_stages,order,stage,sync,tag,ts
"{'block_M': 128, 'block_N': 128, 'num_stages': 2, 'threads': 256}","[[0], [1, 2], [3, 4, 5, 6, 7, 8, 9, 10], [11], [12], [13]]",2,"[-1, 0, 3, 1, -1, 2]","[-1, 0, 0, 1, -1, 1]",,explicit-1,1757406186.7461064
